Protein.Group	detect_study	detect_internal	detect_plate_qc
Q5M8T2	0.589189189189189	1	1
Q5MNV8	1	1	1
Q5MNZ6	0.248648648648649	0.888888888888889	0.333333333333333
Q5MNZ9;Q5MNZ9-2	0.610810810810811	1	1
Q5NDL2	0.45945945945946	1	1
Q5QJ74	0.351351351351351	1	0.777777777777778
Q5R372-8	0.454054054054054	1	1
Q5R372;Q5R372-4	0.513513513513514	1	0.888888888888889
Q5R3I4	0.6	1	1
Q5RI15;Q5RI15-2	0.2	1	0.444444444444444
Q5RKV6	0.210810810810811	1	0.555555555555556
Q5SGD2	0.8	1	1
Q5SQ64	0.989189189189189	1	1
Q5SQI0;Q5SQI0-4;Q5SQI0-5	0.156756756756757	0.666666666666667	0.222222222222222
Q5SSJ5;Q5SSJ5-2	0.65945945945946	0.555555555555556	0.555555555555556
Q5SW79;Q5SW79-3	0.854054054054054	1	1
Q5SW96	0.875675675675676	1	1
Q5SWX8	0.891891891891892	1	1
Q5SZK8	0.0972972972972973	0.111111111111111	0.111111111111111
Q5T011;Q5T011-5	0.0918918918918919	0.111111111111111	0.111111111111111
Q5T013	0.891891891891892	1	0.888888888888889
Q5T0D9	0.259459459459459	0.888888888888889	0.666666666666667
Q5T0F9-2	0.643243243243243	1	1
Q5T0N5-3;Q5T0N5-4	0.740540540540541	1	1
Q5T0T0-2	0.362162162162162	0.222222222222222	0.444444444444444
Q5T1J5;Q9Y6H1	0.275675675675676	0.888888888888889	0.666666666666667
Q5T1M5	0.794594594594595	1	1
Q5T2E6	0.52972972972973	1	1
Q5T2N8	0.0162162162162162	0	0.111111111111111
Q5T2T1	0.681081081081081	1	1
Q5T3F8	0.935135135135135	1	1
Q5T440	0.394594594594595	1	0.888888888888889
Q5T447	0.940540540540541	1	1
Q5T4F4-4	0.578378378378378	0.666666666666667	0.666666666666667
Q5T4F4;Q5T4F4-2;Q5T4F4-3;Q5T4F4-8	0.475675675675676	1	1
Q5T4S7-4	1	1	1
Q5T5C0	0.967567567567568	1	1
Q5T5U3	0.783783783783784	1	1
Q5T5Y3;Q5T5Y3-3	0.367567567567568	1	1
Q5T653	0.221621621621622	0.777777777777778	0.777777777777778
Q5T6V5	0.87027027027027	1	1
Q5T749	0.427027027027027	0	0.555555555555556
Q5T8I3	0.0648648648648649	0.444444444444444	0.111111111111111
Q5T9S5-2	0.118918918918919	0.333333333333333	0.111111111111111
Q5TAQ9	0.172972972972973	1	0.333333333333333
Q5TBA9	0.567567567567568	1	1
Q5TC12	0.45945945945946	1	1
Q5TC63	0.313513513513514	1	1
Q5TC84	0.508108108108108	1	1
Q5TCQ9;Q5TCQ9-1	0.324324324324324	1	0.888888888888889
Q5TCS8	0.827027027027027	1	1
Q5TCZ1	0.864864864864865	1	1
Q5TDH0;Q5TDH0-3	0.843243243243243	1	1
Q5TEU4	0.102702702702703	0.222222222222222	0
Q5TF39	0.335135135135135	1	0.777777777777778
Q5TFE4	0.448648648648649	1	1
Q5THJ4;Q5THJ4-2	0.335135135135135	1	0.777777777777778
Q5TZA2	0.454054054054054	1	0.777777777777778
Q5U5X0	0.205405405405405	1	0.777777777777778
Q5U651	0.0108108108108108	0	0
Q5UCC4-2	0.464864864864865	1	1
Q5UE93	0.967567567567568	1	1
Q5VIR6	0.724324324324324	1	1
Q5VSG8;Q5VSG8-3	0.12972972972973	0	0.111111111111111
Q5VSL9	0.621621621621622	1	1
Q5VST6	0.724324324324324	1	1
Q5VST9;Q5VST9-2;Q5VST9-6	0.437837837837838	0.888888888888889	0.777777777777778
Q5VT25;Q5VT25-2;Q5VT25-5;Q5VT25-6	0.67027027027027	1	1
Q5VTQ0;Q5VTQ0-2;Q5VTQ0-4;Q5VTQ0-5;Q5VTQ0-6	0.481081081081081	1	1
Q5VU43;Q5VU43-4	0.708108108108108	0.777777777777778	0.888888888888889
Q5VVQ6	0.924324324324324	1	1
Q5VW32	0.805405405405405	1	1
Q5VW36	0.827027027027027	1	1
Q5VW38;Q5VW38-2;Q5VW38-3	0.8	1	1
Q5VWC8	0.789189189189189	1	1
Q5VWJ9	0.621621621621622	1	1
Q5VWZ2	0.875675675675676	1	1
Q5VY43	0.881081081081081	1	1
Q5VYK3	0.989189189189189	1	1
Q5VYS8	0.681081081081081	1	1
Q5VZ89;Q5VZ89-7	0.751351351351351	1	1
Q5VZE5	0.767567567567568	1	1
Q5VZK9	0.827027027027027	1	1
Q5W041;Q5W041-4	0.0810810810810811	0.666666666666667	0
Q5W0V3	0.881081081081081	1	1
Q5W0Z9	0.654054054054054	1	1
Q5W111	0.610810810810811	1	1
Q5XKP0	0.345945945945946	1	0.888888888888889
Q5XPI4;Q5XPI4-2	0.762162162162162	1	1
Q60I27;Q60I27-2	0.302702702702703	1	0.888888888888889
Q63HN8	0.85945945945946	1	1
Q63ZY3-3	0.821621621621622	1	1
Q641Q2	0.572972972972973	1	1
Q643R3	0.264864864864865	1	0.777777777777778
Q658P3-2	0.994594594594595	1	1
Q658Y4	0.686486486486487	1	1
Q66K14;Q66K14-2	0.805405405405405	1	1
Q66K74;Q66K74-2	0.924324324324324	1	1
Q674X7	0.394594594594595	1	1
Q676U5;Q676U5-2	0.545945945945946	1	1
Q684P5	0.935135135135135	1	1
Q684P5-2	0.0324324324324324	0.222222222222222	0.111111111111111
Q68BL7	0.724324324324324	1	1
Q68CP4;Q68CP4-2	0.324324324324324	1	1
Q68CZ6	0.194594594594595	0.888888888888889	0.333333333333333
Q68D51	0.886486486486487	1	1
Q68D91	0.47027027027027	1	0.888888888888889
Q68DA7-5	0.194594594594595	0	0.222222222222222
Q68DH5	0.891891891891892	1	1
Q68DK2;Q68DK2-2	0.194594594594595	1	0.555555555555556
Q68DL7	0.837837837837838	1	1
Q68EM7;Q68EM7-2	0.918918918918919	1	1
Q69YQ0;Q69YQ0-2	0.172972972972973	0.666666666666667	0.555555555555556
Q69YW2	0.4	1	0.777777777777778
Q6AHZ1	1	1	1
Q6AWC2;Q6AWC2-2;Q6AWC2-4;Q6AWC2-6	0.210810810810811	0.777777777777778	0.444444444444444
Q6BDS2	0.702702702702703	1	1
Q6DD88	0.978378378378378	1	1
Q6DHV5	0.983783783783784	1	1
Q6DN12;Q6DN12-2	0.221621621621622	1	0.777777777777778
Q6DN14	0.654054054054054	1	1
Q6E0U4-16	1	1	1
Q6EEV4;Q6EEV4-2	0.237837837837838	1	0.444444444444444
Q6EMK4	0.85945945945946	1	0.888888888888889
Q6F5E8;Q6F5E8-2	0.227027027027027	0.888888888888889	0.666666666666667
Q6FI81;Q6FI81-3	0.848648648648649	1	1
Q6GMV2	0.167567567567568	0.777777777777778	0.555555555555556
Q6GMV3	0.632432432432433	1	1
Q6GQQ9;Q6GQQ9-2	0.237837837837838	0.888888888888889	0.111111111111111
Q6GYQ0;Q6GYQ0-2;Q6GYQ0-5;Q6GYQ0-7	0.437837837837838	1	1
Q6IA17	0.562162162162162	1	1
Q6IA69	0.843243243243243	1	1
Q6IA86-5	0.356756756756757	1	0.888888888888889
Q6IAA8	0.994594594594595	1	1
Q6IAN0	0.864864864864865	1	1
Q6IBS0	0.951351351351351	1	1
Q6ICB4	0.275675675675676	1	0.555555555555556
Q6ICG6;Q6ICG6-2;Q6ICG6-3	0.427027027027027	1	1
Q6ICL3	0.85945945945946	1	1
Q6IN84	1	1	1
Q6IN85;Q6IN85-2	0.448648648648649	0.777777777777778	0.777777777777778
Q6IQ19-3	0.264864864864865	0.777777777777778	0.555555555555556
Q6IQ22	0.637837837837838	1	1
Q6ISB3-2	0.216216216216216	0.666666666666667	0.555555555555556
Q6KB66;Q6KB66-2	0.72972972972973	0.555555555555556	0.888888888888889
Q6L8Q7;Q6L8Q7-2	0.545945945945946	1	1
Q6MZQ0	0.481081081081081	1	1
Q6N069	0.302702702702703	1	0.777777777777778
Q6NUK1	0.864864864864865	1	1
Q6NUK4	0.589189189189189	1	1
Q6NUQ1	0.702702702702703	1	1
Q6NVY1	0.551351351351351	1	1
Q6NW29	0.216216216216216	0.888888888888889	0.222222222222222
Q6NXE6;Q6NXE6-2	0.702702702702703	1	1
Q6NXT4;Q6NXT4-2	0.437837837837838	1	1
Q6NXT6	0.724324324324324	1	1
Q6NYC1;Q6NYC1-2;Q6NYC1-3	0.0702702702702703	0.444444444444444	0
Q6NYC8	0.556756756756757	1	1
Q6NZ67	0.572972972972973	1	1
Q6NZI2	0.32972972972973	1	0.555555555555556
Q6P179;Q6P179-3	0.491891891891892	1	0.777777777777778
Q6P1A2	0.962162162162162	1	1
Q6P1L5	0.189189189189189	0.777777777777778	0.444444444444444
Q6P1L8	0.324324324324324	1	0.888888888888889
Q6P1M0	0.956756756756757	1	1
Q6P1M3;Q6P1M3-2	0.243243243243243	1	0.333333333333333
Q6P1N0	0.886486486486487	1	1
Q6P1N9	0.308108108108108	1	0.666666666666667
Q6P1X6-2	0.216216216216216	1	0.777777777777778
Q6P2E9	0.751351351351351	1	1
Q6P2H3;Q6P2H3-2;Q6P2H3-4	0.140540540540541	0.444444444444444	0.222222222222222
Q6P2P2	0.405405405405405	1	1
Q6P3S1	0.2	1	0.111111111111111
Q6P3S6	0.113513513513514	0.666666666666667	0.222222222222222
Q6P3W7	0.978378378378378	1	1
Q6P3X3	0.832432432432433	1	1
Q6P499	0.654054054054054	1	1
Q6P4A7	1	1	1
Q6P4E1;Q6P4E1-2	0.297297297297297	1	0.555555555555556
Q6P4F2	0.108108108108108	0.888888888888889	0.222222222222222
Q6P4Q7	0.875675675675676	1	1
Q6P587-3	0.356756756756757	1	0.777777777777778
Q6P589	0.254054054054054	0.888888888888889	0.555555555555556
Q6P5Z2	0.108108108108108	0.333333333333333	0
Q6P988	0.945945945945946	0.888888888888889	1
Q6P996;Q6P996-4;Q6P996-5	0.691891891891892	1	1
Q6P9B6	0.621621621621622	1	1
Q6P9F5	0.297297297297297	1	0.777777777777778
Q6P9F7	0.416216216216216	1	0.888888888888889
Q6PCB7	0.254054054054054	1	0.888888888888889
Q6PCE3	0.805405405405405	1	1
Q6PD74	0.264864864864865	1	0.555555555555556
Q6PEY2	0.0648648648648649	0.111111111111111	0.111111111111111
Q6PFW1;Q6PFW1-2;Q6PFW1-5	0.254054054054054	1	0.888888888888889
Q6PGN9;Q6PGN9-2	0.135135135135135	0.777777777777778	0.222222222222222
Q6PGP7	0.864864864864865	1	1
Q6PHR2;Q6PHR2-3	0.578378378378378	1	1
Q6PI48	0.535135135135135	1	0.888888888888889
Q6PIU2;Q6PIU2-2	0.85945945945946	1	1
Q6PJ69	0.416216216216216	1	1
Q6PJF5;Q6PJF5-2	0.778378378378378	1	1
Q6PJI9	0.254054054054054	1	0.888888888888889
Q6PJW8	0.956756756756757	1	1
Q6PKG0	0.85945945945946	1	1
Q6PL24	0.924324324324324	1	1
Q6PML9	0.281081081081081	1	0.777777777777778
Q6Q0C0	0.443243243243243	1	0.888888888888889
Q6Q788	1	1	1
Q6QEF8	0.594594594594595	0.666666666666667	0.888888888888889
Q6QHF9	0.27027027027027	1	0.777777777777778
Q6QNY0	0.52972972972973	1	1
Q6QNY1	0.486486486486487	0.888888888888889	1
Q6R327-3	1	1	1
Q6RI45	0.437837837837838	0.555555555555556	0.444444444444444
Q6RW13-2	0.27027027027027	1	0.777777777777778
Q6TFL3;Q6TFL3-4	0.237837837837838	0.777777777777778	0.222222222222222
Q6UB35	0.205405405405405	0.888888888888889	0.444444444444444
Q6ULP2;Q6ULP2-6;Q6ULP2-8;Q6ULP2-9	0.551351351351351	1	1
Q6UN15;Q6UN15-5	0.335135135135135	1	1
Q6UUV7;Q6UUV7-3	0.216216216216216	0.888888888888889	0.666666666666667
Q6UVJ0	0.0486486486486487	0	0.333333333333333
Q6UW02	0.810810810810811	1	1
Q6UW63	0.324324324324324	1	0.888888888888889
Q6UW68	0.481081081081081	1	1
Q6UWD8	0.351351351351351	0.888888888888889	0.777777777777778
Q6UWE0;Q6UWE0-2	0.756756756756757	1	1
Q6UWH6	0.297297297297297	1	0.888888888888889
Q6UWJ1;Q6UWJ1-2	0.2	1	0.444444444444444
Q6UWK7	0.27027027027027	0	0.333333333333333
Q6UWL2;Q6UWL2-2;Q6UWL2-3	0.864864864864865	1	1
Q6UWP2	0.356756756756757	1	0.777777777777778
Q6UWP7;Q6UWP7-3	0.718918918918919	1	1
Q6UWP8	0.913513513513514	1	1
Q6UWP8-2	0.464864864864865	0.777777777777778	0.666666666666667
Q6UX06	0.264864864864865	0.222222222222222	0.333333333333333
Q6UX07	0.713513513513514	1	1
Q6UX53	0.259459459459459	1	0.666666666666667
Q6UX71	1	1	1
Q6UXB8	0.675675675675676	1	0.444444444444444
Q6UXD5;Q6UXD5-6	0.664864864864865	1	1
Q6UXH0	1	0.888888888888889	1
Q6UXH1-6	0.389189189189189	1	1
Q6UXI7-4	0.513513513513514	0.111111111111111	0.555555555555556
Q6UXN9	0.162162162162162	0.555555555555556	0.444444444444444
Q6UXV4	0.778378378378378	1	1
Q6UY14;Q6UY14-2;Q6UY14-3	1	1	1
Q6V0I7;Q6V0I7-3	0.972972972972973	1	1
Q6V1X1;Q6V1X1-3;Q6V1X1-5	0.264864864864865	1	0.888888888888889
Q6VN20;Q6VN20-3	0.924324324324324	1	1
Q6VY07	0.951351351351351	1	1
Q6WCQ1-2	0.85945945945946	1	1
Q6XQN6	0.967567567567568	1	1
Q6XUX3;Q6XUX3-2	0.335135135135135	0.333333333333333	0.888888888888889
Q6XYB7	1	1	1
Q6XZF7	0.443243243243243	1	1
Q6Y1H2	0.248648648648649	0.777777777777778	0.333333333333333
Q6Y7W6;Q6Y7W6-3;Q6Y7W6-4;Q6Y7W6-5	0.513513513513514	1	1
Q6YHK3	0.994594594594595	1	1
Q6YN16	0.172972972972973	0.777777777777778	0.444444444444444
Q6YP21;Q6YP21-3	0.410810810810811	1	1
Q6ZMG9-2	0.227027027027027	1	0.333333333333333
Q6ZMI0	0.789189189189189	1	1
Q6ZMP0	0.789189189189189	0.888888888888889	0.888888888888889
Q6ZMW3	0.227027027027027	0.444444444444444	0.555555555555556
Q6ZNC8	0.237837837837838	0.888888888888889	0.555555555555556
Q6ZNE5	0.308108108108108	1	0.555555555555556
Q6ZNJ1;Q6ZNJ1-3	0.989189189189189	1	1
Q6ZRY4	0.810810810810811	1	1
Q6ZS11	0.627027027027027	1	1
Q6ZS17;Q6ZS17-2;Q6ZS17-3;Q6ZS17-4	0.756756756756757	1	1
Q6ZS30	0.291891891891892	1	0.888888888888889
Q6ZS81	0.875675675675676	0.444444444444444	0.777777777777778
Q6ZSR9	0.697297297297297	1	1
Q6ZSS7	0.556756756756757	1	1
Q6ZSY5	0.286486486486487	0.333333333333333	0.222222222222222
Q6ZSZ5;Q6ZSZ5-5;Q6ZSZ5-6	0.6	1	0.888888888888889
Q6ZT12;Q6ZT12-4	0.340540540540541	1	0.555555555555556
Q6ZT21	0.502702702702703	1	0.888888888888889
Q6ZTN6	0.291891891891892	1	0.888888888888889
Q6ZU35	0.875675675675676	1	1
Q6ZUT6-4	0.745945945945946	1	1
Q6ZUX7	0.713513513513514	1	1
Q6ZV70	0.518918918918919	1	1
Q6ZVF9	0.502702702702703	0.888888888888889	0.888888888888889
Q6ZVK8	0.281081081081081	1	0.555555555555556
Q6ZVM7	0.945945945945946	1	1
Q6ZWH5	0.978378378378378	1	1
Q6ZWT7	0.837837837837838	1	1
Q6ZXV5;Q6ZXV5-2	0.291891891891892	1	0.777777777777778
Q709C8;Q709C8-3	1	1	1
Q70CQ4	0.443243243243243	1	0.888888888888889
Q70IA6	0.772972972972973	1	1
Q70IA8	0.951351351351351	1	1
Q70J99	1	1	1
Q70UQ0	0.854054054054054	1	1
Q70UQ0-4	0.648648648648649	1	1
Q712K3	0.383783783783784	1	0.888888888888889
Q71RC9	0.8	1	1
Q71RG4;Q71RG4-2	0.254054054054054	1	0.777777777777778
Q71UI9-3	0.367567567567568	0.777777777777778	0.666666666666667
Q765P7	0.362162162162162	1	0.888888888888889
Q76I76	0.205405405405405	1	0.666666666666667
Q76LX8;Q76LX8-2	1	1	1
Q7KZF4	0.989189189189189	1	1
Q7KZI7-12;Q7KZI7-3;Q7KZI7-6	0.286486486486487	0.777777777777778	0.444444444444444
Q7KZI7-15;Q7KZI7-16	0.843243243243243	1	1
Q7KZN9;Q7KZN9-2	0.313513513513514	1	0.888888888888889
Q7L0J3;Q7L0J3-2	0.627027027027027	1	1
Q7L0Y3	0.291891891891892	1	0.444444444444444
Q7L1Q6;Q7L1Q6-3;Q7L1Q6-4	0.913513513513514	1	1
Q7L1T6	0.410810810810811	1	0.777777777777778
Q7L1V2	0.637837837837838	1	1
Q7L1W4	0.891891891891892	1	1
Q7L211	0.508108108108108	1	1
Q7L266	0.416216216216216	1	0.888888888888889
Q7L273	0.313513513513514	1	0.888888888888889
Q7L2H7	0.713513513513514	1	1
Q7L4E1	0.578378378378378	1	1
Q7L523	0.648648648648649	1	1
Q7L576	1	1	1
Q7L590-2	0.383783783783784	0.333333333333333	0.666666666666667
Q7L591	0.989189189189189	1	1
Q7L591-3	0.794594594594595	1	1
Q7L5D6	0.681081081081081	1	1
Q7L5N1	0.956756756756757	1	1
Q7L5N7	0.508108108108108	1	0.777777777777778
Q7L5Y1	0.367567567567568	1	1
Q7L5Y9	0.578378378378378	1	1
Q7L775	0.227027027027027	1	0.888888888888889
Q7L7X3	0.918918918918919	1	1
Q7L8A9	0.0756756756756757	0.333333333333333	0.111111111111111
Q7L8J4;Q7L8J4-2	0.254054054054054	1	0.777777777777778
Q7L8L6	0.902702702702703	1	1
Q7L9L4;Q7L9L4-2;Q9H8S9	0.897297297297297	1	1
Q7LBR1	0.875675675675676	1	1
Q7LDG7	1	1	1
Q7LG56;Q7LG56-2;Q7LG56-6	0.194594594594595	0.777777777777778	0.333333333333333
Q7LGA3	0.437837837837838	1	1
Q7RTN6-4	0.232432432432432	1	0.777777777777778
Q7RTP6	0.751351351351351	1	1
Q7RTR2;Q7RTR2-2	0.145945945945946	0.444444444444444	0.111111111111111
Q7RTS9	0.362162162162162	1	1
Q7RTY7	0.340540540540541	0.888888888888889	0.444444444444444
Q7Z2K6	0.654054054054054	1	1
Q7Z2W4	0.989189189189189	1	1
Q7Z2Z2	0.65945945945946	1	1
Q7Z304	0.237837837837838	0.333333333333333	0.222222222222222
Q7Z392	0.718918918918919	1	1
Q7Z3B1	0.0864864864864865	0.333333333333333	0.111111111111111
Q7Z3B4;Q7Z3B4-3	0.475675675675676	1	0.888888888888889
Q7Z3C6	0.983783783783784	1	1
Q7Z3D4	0.297297297297297	1	0.777777777777778
Q7Z3D6;Q7Z3D6-2;Q7Z3D6-4	0.313513513513514	1	0.777777777777778
Q7Z3E5;Q7Z3E5-2	0.0432432432432432	0.444444444444444	0
Q7Z3J2	0.772972972972973	1	1
Q7Z3U7;Q7Z3U7-5	0.778378378378378	1	1
Q7Z3V4	0.508108108108108	1	1
Q7Z3Y8	0.0864864864864865	0.111111111111111	0
Q7Z401;Q7Z401-2	0.821621621621622	1	1
Q7Z403	0.6	1	1
Q7Z406;Q7Z406-2;Q7Z406-6	0.454054054054054	0.888888888888889	0.555555555555556
Q7Z407;Q7Z407-3;Q7Z407-4	0.297297297297297	0.222222222222222	0
Q7Z417	0.210810810810811	1	0.555555555555556
Q7Z422;Q7Z422-2;Q7Z422-3;Q7Z422-4;Q7Z422-5	0.443243243243243	1	1
Q7Z434	0.978378378378378	1	1
Q7Z460-4	0.854054054054054	1	1
Q7Z478	0.92972972972973	1	1
Q7Z4G1;Q7Z4G1-2	0.324324324324324	1	1
Q7Z4H3;Q7Z4H3-2	0.254054054054054	1	0.555555555555556
Q7Z4H7;Q7Z4H7-3	0.183783783783784	0.777777777777778	0.222222222222222
Q7Z4H8	0.4	1	0.777777777777778
Q7Z4L5	0.362162162162162	0.555555555555556	0.333333333333333
Q7Z4W1	0.940540540540541	1	1
Q7Z569	0.367567567567568	1	1
Q7Z589;Q7Z589-4;Q7Z589-5;Q7Z589-6;Q7Z589-7	0.572972972972973	0.333333333333333	0.777777777777778
Q7Z5G4-3	0.421621621621622	1	0.888888888888889
Q7Z5R6	0.740540540540541	1	0.777777777777778
Q7Z5Y7	0.189189189189189	0.888888888888889	0.222222222222222
Q7Z698;Q7Z698-2	0.221621621621622	0.888888888888889	0.333333333333333
Q7Z6B0;Q7Z6B0-2	0.556756756756757	1	1
Q7Z6G8	0.816216216216216	0.777777777777778	1
Q7Z6I6	0.167567567567568	0.222222222222222	0.333333333333333
Q7Z6K5-2	0.383783783783784	1	0.888888888888889
Q7Z6L1;Q7Z6L1-2	0.378378378378378	1	1
Q7Z6Z7;Q7Z6Z7-2;Q7Z6Z7-3	0.978378378378378	1	1
Q7Z739	0.281081081081081	1	0.888888888888889
Q7Z745;Q7Z745-2	0.92972972972973	1	1
Q7Z794	0.578378378378378	0.444444444444444	0.555555555555556
Q7Z7A4	0.637837837837838	1	1
Q7Z7B0	0.227027027027027	0.333333333333333	0.222222222222222
Q7Z7E8	0.578378378378378	1	1
Q7Z7F0;Q7Z7F0-2;Q7Z7F0-3	0.875675675675676	1	1
Q7Z7G0	0.437837837837838	1	0.444444444444444
Q7Z7G8;Q7Z7G8-2;Q7Z7G8-6	0.313513513513514	1	0.777777777777778
Q7Z7H5;Q7Z7H5-3	0.881081081081081	1	1
Q7Z7H8	0.297297297297297	0.555555555555556	0.111111111111111
Q7Z7K0	0.65945945945946	1	1
Q7Z7L7	0.324324324324324	1	0.777777777777778
Q7Z7N9	0.172972972972973	1	0.777777777777778
Q86SF2	0.491891891891892	1	1
Q86SQ4;Q86SQ4-3	0.989189189189189	1	1
Q86SR1;Q86SR1-2	0.513513513513514	1	1
Q86SX6	0.340540540540541	1	0.888888888888889
Q86SZ2	0.718918918918919	1	1
Q86T03;Q86T03-2	0.52972972972973	1	1
Q86TB9-2	0.491891891891892	1	1
Q86TH1	1	1	1
Q86TI0	0.675675675675676	1	1
Q86TI2	0.72972972972973	1	1
Q86TL0	0.372972972972973	1	0.777777777777778
Q86TM6;Q86TM6-2;Q86TM6-3	0.2	1	0.333333333333333
Q86TP1	0.983783783783784	1	1
Q86TU7	0.745945945945946	1	1
Q86TV6	0.908108108108108	1	1
Q86TX2	0.594594594594595	1	1
Q86U17	0.978378378378378	1	1
Q86U28	0.124324324324324	0.444444444444444	0.333333333333333
Q86UD1	1	1	1
Q86UE4	0.918918918918919	1	1
Q86UF1	0.254054054054054	0.777777777777778	0.666666666666667
Q86UK7;Q86UK7-2;Q86UK7-3	0.383783783783784	1	0.888888888888889
Q86UL3	0.281081081081081	1	0.888888888888889
Q86UL8;Q86UL8-2	0.789189189189189	1	0.888888888888889
Q86UP2	0.918918918918919	1	1
Q86UR5;Q86UR5-3;Q86UR5-4	0.0486486486486487	0.111111111111111	0.111111111111111
Q86UT6	0.724324324324324	1	1
Q86UU1-2	0.275675675675676	1	0.777777777777778
Q86UX2	0.92972972972973	1	1
Q86UX7;Q86UX7-2	1	1	1
Q86UY8;Q86UY8-2	0.383783783783784	1	1
Q86V21	0.394594594594595	1	0.888888888888889
Q86V48	0.508108108108108	1	1
Q86V81	0.113513513513514	0	0
Q86V85	0.243243243243243	1	0.777777777777778
Q86V87	0.140540540540541	0.888888888888889	0.333333333333333
Q86V88	0.448648648648649	1	1
Q86V97	0.140540540540541	0.666666666666667	0.222222222222222
Q86VB7;Q86VB7-2;Q86VB7-3;Q86VB7-4	0.697297297297297	1	0.666666666666667
Q86VH2;Q86VH2-3	0.124324324324324	0.111111111111111	0.111111111111111
Q86VN1	0.902702702702703	1	1
Q86VP3	0.481081081081081	1	1
Q86VP6	1	1	1
Q86VQ1	0.291891891891892	1	0.888888888888889
Q86VR2	0.594594594594595	1	1
Q86VS8	0.794594594594595	1	1
Q86VU5	0.248648648648649	1	0.666666666666667
Q86VW0	0.740540540540541	1	1
Q86VX2;Q86VX2-2	0.702702702702703	1	1
Q86VZ5	0.27027027027027	1	0.666666666666667
Q86W34	0.416216216216216	1	1
Q86W56;Q86W56-2;Q86W56-3	0.140540540540541	0.777777777777778	0.222222222222222
Q86W92;Q86W92-2;Q86W92-4	0.297297297297297	1	1
Q86WI1	0.989189189189189	1	1
Q86WI3;Q86WI3-4	0.254054054054054	0.888888888888889	0.555555555555556
Q86WN1	0.194594594594595	0.777777777777778	0.444444444444444
Q86WR0	0.45945945945946	1	1
Q86WR7	0.935135135135135	1	1
Q86WV6	0.745945945945946	1	1
Q86X10-3	0.918918918918919	1	1
Q86X19	0.502702702702703	1	1
Q86X29;Q86X29-4;Q86X29-5	0.994594594594595	1	1
Q86X52	0.32972972972973	1	1
Q86X55;Q86X55-1	0.989189189189189	1	1
Q86X76;Q86X76-2;Q86X76-4	0.72972972972973	1	1
Q86X83;Q86X83-2	0.708108108108108	1	1
Q86XA9	0.6	1	1
Q86XH1;Q86XH1-5	1	1	1
Q86XL3	0.52972972972973	1	1
Q86XP1;Q86XP1-2	0.45945945945946	1	1
Q86XP3	0.0432432432432432	0	0
Q86XP6	0.497297297297297	0.222222222222222	0.888888888888889
Q86XR8;Q86XR8-2;Q86XR8-3;Q86XR8-4;Q86XR8-5	0.886486486486487	0.444444444444444	0.777777777777778
Q86XS8;Q86XS8-2	0.643243243243243	0.444444444444444	0.666666666666667
Q86XX4-2	0.65945945945946	0.555555555555556	0.555555555555556
Q86Y07	0.389189189189189	1	0.888888888888889
Q86Y37	0.140540540540541	0.777777777777778	0.222222222222222
Q86Y39	0.443243243243243	1	0.888888888888889
Q86Y46	0.45945945945946	0.555555555555556	0.444444444444444
Q86Y56	0.0648648648648649	0.444444444444444	0.222222222222222
Q86Y82	0.956756756756757	1	1
Q86YB8	0.664864864864865	1	1
Q86YC3	0.264864864864865	1	1
Q86YL5;Q86YL5-2	0.832432432432433	1	1
Q86YQ8	0.162162162162162	1	0.333333333333333
Q86YS6	0.135135135135135	1	0.333333333333333
Q86YS7-3	0.864864864864865	1	1
Q86YT6	0.405405405405405	1	1
Q86YV0	0.772972972972973	1	1
Q86YV9	0.221621621621622	1	0.666666666666667
Q86YW5	0.972972972972973	1	1
Q86YW5-2	0.767567567567568	1	1
Q86YZ3	0.945945945945946	1	1
Q8IU68	0.713513513513514	1	1
Q8IUD2	0.794594594594595	1	1
Q8IUE6	0.45945945945946	0.666666666666667	0.888888888888889
Q8IUF1;Q9BRT8;Q9BRT8-3	0.302702702702703	1	0.555555555555556
Q8IUG5;Q8IUG5-3	0.805405405405405	0.888888888888889	1
Q8IUH4;Q8IUH4-2;Q8IUH4-3	0.0324324324324324	0.111111111111111	0.111111111111111
Q8IUH5	0.140540540540541	1	0.444444444444444
Q8IUI8	0.85945945945946	1	1
Q8IUR0	0.864864864864865	1	1
Q8IUR7;Q8IUR7-7	0.810810810810811	1	1
Q8IUW3	0.481081081081081	1	1
Q8IUX4	0.32972972972973	1	1
Q8IUX7	0.978378378378378	1	1
Q8IUZ5	0.264864864864865	1	0.555555555555556
Q8IV03	0.248648648648649	1	0.888888888888889
Q8IV04	0.254054054054054	0.333333333333333	0
Q8IV33	0.935135135135135	0.777777777777778	1
Q8IV38	0.702702702702703	1	1
Q8IV61;Q8IV61-2	0.302702702702703	1	0.888888888888889
Q8IVB4	0.843243243243243	1	1
Q8IVD9	0.302702702702703	1	0.888888888888889
Q8IVF2;Q8IVF2-3	0.994594594594595	1	1
Q8IVG5	0.654054054054054	1	1
Q8IVP5	0.178378378378378	1	0.333333333333333
Q8IVT5	0.848648648648649	1	1
Q8IVU3	0.47027027027027	0.888888888888889	0.444444444444444
Q8IVV7	0.194594594594595	0.888888888888889	0.888888888888889
Q8IVW4	0.994594594594595	1	1
Q8IW19	0.27027027027027	1	0.666666666666667
Q8IW41	0.491891891891892	1	1
